??/?????/???,???????,CO,O3,NO2,SO2,PM10,Rel hum,Temp,Wind dir,Wind speed,PM2.5
,,at 3 m (ppm),at 3 m (ppb),at 3 m (ppb),at 3 m (ppb),at 3 m (???./??.?.),at 2 m (%RH),at 2 m ,at 10 m (Deg.M),at 10 m (m/s),at 3 m (???./??.?.)
180501,2000,-,-,-,-,-,-,-,-,-,
180501,2100,-,-,-,-,-,-,-,-,-,
180501,2200,-,-,-,-,-,-,-,-,-,
180501,2300,-,-,-,-,-,-,-,-,-,
180501,2400,-,-,-,-,-,-,-,-,-,
180502,100,-,-,-,-,-,-,-,-,-,
180502,200,-,-,-,-,-,-,-,-,-,
180502,300,-,-,-,-,-,-,-,-,-,
180502,400,-,-,-,-,-,-,-,-,-,
180502,500,-,-,-,-,-,-,-,-,-,
180502,600,-,-,-,-,-,-,-,-,-,
180502,700,-,-,-,-,-,-,-,-,-,
180502,800,-,-,-,-,-,-,-,-,-,
180502,900,-,-,-,-,-,-,-,-,-,
180502,1000,-,-,-,-,-,-,-,-,-,
180502,1100,-,-,-,-,-,-,-,-,-,
180502,1200,-,-,-,-,-,-,-,-,-,
180502,1300,-,-,-,-,-,-,-,-,-,
180502,1400,-,-,-,-,-,-,-,-,-,
180502,1500,-,-,-,-,-,-,-,-,-,
180502,1600,-,-,-,-,-,-,-,-,-,
180502,1700,-,-,-,-,-,-,-,-,-,
180502,1800,-,-,-,-,-,-,-,-,-,
180502,1900,-,-,-,-,-,-,-,-,-,
180502,2000,-,-,-,-,-,-,-,-,-,
180502,2100,-,-,-,-,-,-,-,-,-,
180502,2200,-,-,-,-,-,-,-,-,-,
180502,2300,-,-,-,-,-,-,-,-,-,
180502,2400,-,-,-,-,-,-,-,-,-,
180503,100,-,-,-,-,-,-,-,-,-,
180503,200,-,-,-,-,-,-,-,-,-,
180503,300,-,-,-,-,-,-,-,-,-,
180503,400,-,-,-,-,-,-,-,-,-,
180503,500,-,-,-,-,-,-,-,-,-,
180503,600,-,-,-,-,-,-,-,-,-,
180503,700,-,-,-,-,-,-,-,-,-,
180503,800,-,-,-,-,-,-,-,-,-,
180503,900,-,-,-,-,-,-,-,-,-,
180503,1000,-,-,-,-,-,-,-,-,-,
180503,1100,-,-,-,-,-,-,-,-,-,
180503,1200,-,-,-,-,-,-,-,-,-,
180503,1300,-,-,-,-,-,-,-,-,-,
180503,1400,-,-,-,-,-,-,-,-,-,
180503,1500,-,-,-,-,-,-,-,-,-,
180503,1600,-,-,-,-,-,-,-,-,-,
180503,1700,-,-,-,-,-,-,-,-,-,
180503,1800,-,-,-,-,-,-,-,-,-,
180503,1900,-,-,-,-,-,-,-,-,-,
180503,2000,-,-,-,-,-,-,-,-,-,
180503,2100,-,-,-,-,-,-,-,-,-,
180503,2200,-,-,-,-,-,-,-,-,-,
180503,2300,-,-,-,-,-,-,-,-,-,
180503,2400,-,-,-,-,-,-,-,-,-,
180504,100,-,-,-,-,-,-,-,-,-,
180504,200,-,-,-,-,-,-,-,-,-,
180504,300,-,-,-,-,-,-,-,-,-,
180504,400,-,-,-,-,-,-,-,-,-,
180504,500,-,-,-,-,-,-,-,-,-,
180504,600,-,-,-,-,-,-,-,-,-,
180504,700,-,-,-,-,-,-,-,-,-,
180504,800,-,-,-,-,-,-,-,-,-,
180504,900,-,-,-,-,-,-,-,-,-,
180504,1000,-,-,-,-,-,-,-,-,-,
180504,1100,-,-,-,-,-,-,-,-,-,
180504,1200,-,-,-,-,-,-,-,-,-,
180504,1300,-,-,-,-,-,-,-,-,-,
180504,1400,-,-,-,-,-,-,-,-,-,
180504,1500,-,-,-,-,-,-,-,-,-,
180504,1600,-,-,-,-,-,-,-,-,-,
180504,1700,-,-,-,-,-,-,-,-,-,
180504,1800,-,-,-,-,-,-,-,-,-,
180504,1900,-,-,-,-,-,-,-,-,-,
180504,2000,-,-,-,-,-,-,-,-,-,
180504,2100,-,-,-,-,-,-,-,-,-,
180504,2200,-,-,-,-,-,-,-,-,-,
180504,2300,-,-,-,-,-,-,-,-,-,
180504,2400,-,-,-,-,-,-,-,-,-,
180505,100,-,-,-,-,-,-,-,-,-,
180505,200,-,-,-,-,-,-,-,-,-,
180505,300,-,-,-,-,-,-,-,-,-,
180505,400,-,-,-,-,-,-,-,-,-,
180505,500,-,-,-,-,-,-,-,-,-,
180505,600,-,-,-,-,-,-,-,-,-,
180505,700,-,-,-,-,-,-,-,-,-,
180505,800,-,-,-,-,-,-,-,-,-,
180505,900,-,-,-,-,-,-,-,-,-,
180505,1000,-,-,-,-,-,-,-,-,-,
180505,1100,-,-,-,-,-,-,-,-,-,
180505,1200,-,-,-,-,-,-,-,-,-,
180505,1300,-,-,-,-,-,-,-,-,-,
180505,1400,-,-,-,-,-,-,-,-,-,
180505,1500,-,-,-,-,-,-,-,-,-,
180505,1600,-,-,-,-,-,-,-,-,-,
180505,1700,-,-,-,-,-,-,-,-,-,
180505,1800,-,-,-,-,-,-,-,-,-,
180505,1900,-,-,-,-,-,-,-,-,-,
180505,2000,-,-,-,-,-,-,-,-,-,
180505,2100,-,-,-,-,-,-,-,-,-,
180505,2200,-,-,-,-,-,-,-,-,-,
180505,2300,-,-,-,-,-,-,-,-,-,
180505,2400,-,-,-,-,-,-,-,-,-,
180506,100,-,-,-,-,-,-,-,-,-,
180506,200,-,-,-,-,-,-,-,-,-,
180506,300,-,-,-,-,-,-,-,-,-,
180506,400,-,-,-,-,-,-,-,-,-,
180506,500,-,-,-,-,-,-,-,-,-,
180506,600,-,-,-,-,-,-,-,-,-,
180506,700,-,-,-,-,-,-,-,-,-,
180506,800,-,-,-,-,-,-,-,-,-,
180506,900,-,-,-,-,-,-,-,-,-,
180506,1000,-,-,-,-,-,-,-,-,-,
180506,1100,-,-,-,-,-,-,-,-,-,
180506,1200,-,-,-,-,-,-,-,-,-,
180506,1300,-,-,-,-,-,-,-,-,-,
180506,1400,-,-,-,-,-,-,-,-,-,
180506,1500,-,-,-,-,-,-,-,-,-,
180506,1600,-,-,-,-,-,-,-,-,-,
180506,1700,-,-,-,-,-,-,-,-,-,
180506,1800,-,-,-,-,-,-,-,-,-,
180506,1900,-,-,-,-,-,-,-,-,-,
180506,2000,-,-,-,-,-,-,-,-,-,
180506,2100,-,-,-,-,-,-,-,-,-,
180506,2200,-,-,-,-,-,-,-,-,-,
180506,2300,-,-,-,-,-,-,-,-,-,
180506,2400,-,-,-,-,-,-,-,-,-,
180507,100,-,-,-,-,-,-,-,-,-,
180507,200,-,-,-,-,-,-,-,-,-,
180507,300,-,-,-,-,-,-,-,-,-,
180507,400,-,-,-,-,-,-,-,-,-,
180507,500,-,-,-,-,-,-,-,-,-,
180507,600,-,-,-,-,-,-,-,-,-,
180507,700,-,-,-,-,-,-,-,-,-,
180507,800,-,-,-,-,-,-,-,-,-,
180507,900,-,-,-,-,-,-,-,-,-,
180507,1000,-,-,-,-,-,-,-,-,-,
180507,1100,-,-,-,-,-,-,-,-,-,
180507,1200,-,-,-,-,-,-,-,-,-,
180507,1300,-,-,-,-,-,-,-,-,-,
180507,1400,-,-,-,-,-,-,-,-,-,
180507,1500,-,-,-,-,-,-,-,-,-,
180507,1600,-,-,-,-,-,-,-,-,-,
180507,1700,-,-,-,-,-,-,-,-,-,
180507,1800,-,-,-,-,-,-,-,-,-,
180507,1900,-,-,-,-,-,-,-,-,-,
180507,2000,-,-,-,-,-,-,-,-,-,
180507,2100,-,-,-,-,-,-,-,-,-,
180507,2200,-,-,-,-,-,-,-,-,-,
180507,2300,-,-,-,-,-,-,-,-,-,
180507,2400,-,-,-,-,-,-,-,-,-,
180508,100,-,-,-,-,-,-,-,-,-,
180508,200,-,-,-,-,-,-,-,-,-,
180508,300,-,-,-,-,-,-,-,-,-,
180508,400,-,-,-,-,-,-,-,-,-,
180508,500,-,-,-,-,-,-,-,-,-,
180508,600,-,-,-,-,-,-,-,-,-,
180508,700,-,-,-,-,-,-,-,-,-,
180508,800,-,-,-,-,-,-,-,-,-,
180508,900,-,-,-,-,-,-,-,-,-,
180508,1000,-,-,-,-,-,-,-,-,-,
180508,1100,-,-,-,-,-,-,-,-,-,
180508,1200,-,-,-,-,-,-,-,-,-,
180508,1300,-,-,-,-,-,-,-,-,-,
180508,1400,-,-,-,-,-,-,-,-,-,
180508,1500,-,-,-,-,-,-,-,-,-,
180508,1600,-,-,-,-,-,-,-,-,-,
180508,1700,-,-,-,-,-,-,-,-,-,
180508,1800,-,-,-,-,-,-,-,-,-,
180508,1900,-,-,-,-,-,-,-,-,-,
180508,2000,-,-,-,-,-,-,-,-,-,
180508,2100,-,-,-,-,-,-,-,-,-,
180508,2200,-,-,-,-,-,-,-,-,-,
180508,2300,-,-,-,-,-,-,-,-,-,
180508,2400,-,-,-,-,-,-,-,-,-,
180509,100,-,-,-,-,-,-,-,-,-,
180509,200,-,-,-,-,-,-,-,-,-,
180509,300,-,-,-,-,-,-,-,-,-,
180509,400,-,-,-,-,-,-,-,-,-,
180509,500,-,-,-,-,-,-,-,-,-,
180509,600,-,-,-,-,-,-,-,-,-,
180509,700,-,-,-,-,-,-,-,-,-,
180509,800,-,-,-,-,-,-,-,-,-,
180509,900,-,-,-,-,-,-,-,-,-,
180509,1000,-,-,-,-,-,-,-,-,-,
180509,1100,-,-,-,-,-,-,-,-,-,
180509,1200,-,-,-,-,-,-,-,-,-,
180509,1300,-,-,-,-,-,-,-,-,-,
180509,1400,-,-,-,-,-,-,-,-,-,
180509,1500,-,-,-,-,-,-,-,-,-,
180509,1600,-,-,-,-,-,-,-,-,-,
180509,1700,-,-,-,-,-,-,-,-,-,
180509,1800,-,-,-,-,-,-,-,-,-,
180509,1900,-,-,-,-,-,-,-,-,-,
180509,2000,-,-,-,-,-,-,-,-,-,
180509,2100,-,-,-,-,-,-,-,-,-,
180509,2200,-,-,-,-,-,-,-,-,-,
180509,2300,-,-,-,-,-,-,-,-,-,
180509,2400,-,-,-,-,-,-,-,-,-,
180510,100,-,-,-,-,-,-,-,-,-,
180510,200,-,-,-,-,-,-,-,-,-,
180510,300,-,-,-,-,-,-,-,-,-,
180510,400,-,-,-,-,-,-,-,-,-,
180510,500,-,-,-,-,-,-,-,-,-,
180510,600,-,-,-,-,-,-,-,-,-,
180510,700,-,-,-,-,-,-,-,-,-,
180510,800,-,-,-,-,-,-,-,-,-,
180510,900,-,-,-,-,-,-,-,-,-,
180510,1000,-,-,-,-,-,-,-,-,-,
180510,1100,-,-,-,-,-,-,-,-,-,
180510,1200,-,-,-,-,-,-,-,-,-,
180510,1300,-,-,-,-,-,-,-,-,-,
180510,1400,-,-,-,-,-,-,-,-,-,
180510,1500,-,-,-,-,-,-,-,-,-,
180510,1600,-,-,-,-,-,-,-,-,-,
180510,1700,-,-,-,-,-,-,-,-,-,
180510,1800,-,-,-,-,-,-,-,-,-,
180510,1900,-,-,-,-,-,-,-,-,-,
180510,2000,-,-,-,-,-,-,-,-,-,
180510,2100,-,-,-,-,-,-,-,-,-,
180510,2200,-,-,-,-,-,-,-,-,-,
180510,2300,-,-,-,-,-,-,-,-,-,
180510,2400,-,-,-,-,-,-,-,-,-,
180511,100,-,-,-,-,-,-,-,-,-,
180511,200,-,-,-,-,-,-,-,-,-,
180511,300,-,-,-,-,-,-,-,-,-,
180511,400,-,-,-,-,-,-,-,-,-,
180511,500,-,-,-,-,-,-,-,-,-,
180511,600,-,-,-,-,-,-,-,-,-,
180511,700,-,-,-,-,-,-,-,-,-,
180511,800,-,-,-,-,-,-,-,-,-,
180511,900,-,-,-,-,-,-,-,-,-,
180511,1000,-,-,-,-,-,-,-,-,-,
180511,1100,-,-,-,-,-,-,-,-,-,
180511,1200,-,-,-,-,-,-,-,-,-,
180511,1300,-,-,-,-,-,-,-,-,-,
180511,1400,-,-,-,-,-,-,-,-,-,
180511,1500,-,-,-,-,-,-,-,-,-,
180511,1600,-,-,-,-,-,-,-,-,-,
180511,1700,-,-,-,-,-,-,-,-,-,
180511,1800,-,-,-,-,-,-,-,-,-,
180511,1900,-,-,-,-,-,-,-,-,-,
180511,2000,-,-,-,-,-,-,-,-,-,
180511,2100,-,-,-,-,-,-,-,-,-,
180511,2200,-,-,-,-,-,-,-,-,-,
180511,2300,-,-,-,-,-,-,-,-,-,
180511,2400,-,-,-,-,-,-,-,-,-,
180512,100,-,-,-,-,-,-,-,-,-,
180512,200,-,-,-,-,-,-,-,-,-,
180512,300,-,-,-,-,-,-,-,-,-,
180512,400,-,-,-,-,-,-,-,-,-,
180512,500,-,-,-,-,-,-,-,-,-,
180512,600,-,-,-,-,-,-,-,-,-,
180512,700,-,-,-,-,-,-,-,-,-,
180512,800,-,-,-,-,-,-,-,-,-,
180512,900,-,-,-,-,-,-,-,-,-,
180512,1000,-,-,-,-,-,-,-,-,-,
180512,1100,-,-,-,-,-,-,-,-,-,
180512,1200,-,-,-,-,-,-,-,-,-,
180512,1300,-,-,-,-,-,-,-,-,-,
180512,1400,-,-,-,-,-,-,-,-,-,
180512,1500,-,-,-,-,-,-,-,-,-,
180512,1600,-,-,-,-,-,-,-,-,-,
180512,1700,-,-,-,-,-,-,-,-,-,
180512,1800,-,-,-,-,-,-,-,-,-,
180512,1900,-,-,-,-,-,-,-,-,-,
180512,2000,-,-,-,-,-,-,-,-,-,
180512,2100,-,-,-,-,-,-,-,-,-,
180512,2200,-,-,-,-,-,-,-,-,-,
180512,2300,-,-,-,-,-,-,-,-,-,
180512,2400,-,-,-,-,-,-,-,-,-,
180513,100,-,-,-,-,-,-,-,-,-,
180513,200,-,-,-,-,-,-,-,-,-,
180513,300,-,-,-,-,-,-,-,-,-,
180513,400,-,-,-,-,-,-,-,-,-,
180513,500,-,-,-,-,-,-,-,-,-,
180513,600,-,-,-,-,-,-,-,-,-,
180513,700,-,-,-,-,-,-,-,-,-,
180513,800,-,-,-,-,-,-,-,-,-,
180513,900,-,-,-,-,-,-,-,-,-,
180513,1000,-,-,-,-,-,-,-,-,-,
180513,1100,-,-,-,-,-,-,-,-,-,
180513,1200,-,-,-,-,-,-,-,-,-,
180513,1300,-,-,-,-,-,-,-,-,-,
180513,1400,-,-,-,-,-,-,-,-,-,
180513,1500,-,-,-,-,-,-,-,-,-,
180513,1600,-,-,-,-,-,-,-,-,-,
180513,1700,-,-,-,-,-,-,-,-,-,
180513,1800,-,-,-,-,-,-,-,-,-,
180513,1900,-,-,-,-,-,-,-,-,-,
180513,2000,-,-,-,-,-,-,-,-,-,
180513,2100,-,-,-,-,-,-,-,-,-,
180513,2200,-,-,-,-,-,-,-,-,-,
180513,2300,-,-,-,-,-,-,-,-,-,
180513,2400,-,-,-,-,-,-,-,-,-,
180514,100,-,-,-,-,-,-,-,-,-,
180514,200,-,-,-,-,-,-,-,-,-,
180514,300,-,-,-,-,-,-,-,-,-,
180514,400,-,-,-,-,-,-,-,-,-,
180514,500,-,-,-,-,-,-,-,-,-,
180514,600,-,-,-,-,-,-,-,-,-,
180514,700,-,-,-,-,-,-,-,-,-,
180514,800,-,-,-,-,-,-,-,-,-,
180514,900,-,-,-,-,-,-,-,-,-,
180514,1000,-,-,-,-,-,-,-,-,-,
180514,1100,-,-,-,-,-,-,-,-,-,
180514,1200,-,-,-,-,-,-,-,-,-,
180514,1300,-,-,-,-,-,-,-,-,-,
180514,1400,-,-,-,-,-,-,-,-,-,
180514,1500,-,-,-,-,-,-,-,-,-,
180514,1600,-,-,-,-,-,-,-,-,-,
180514,1700,-,-,-,-,-,-,-,-,-,
180514,1800,-,-,-,-,-,-,-,-,-,
180514,1900,-,-,-,-,-,-,-,-,-,
180514,2000,-,-,-,-,-,-,-,-,-,
180514,2100,-,-,-,-,-,-,-,-,-,
180514,2200,-,-,-,-,-,-,-,-,-,
180514,2300,-,-,-,-,-,-,-,-,-,
180514,2400,-,-,-,-,-,-,-,-,-,
180515,100,-,-,-,-,-,-,-,-,-,
180515,200,-,-,-,-,-,-,-,-,-,
180515,300,-,-,-,-,-,-,-,-,-,
180515,400,-,-,-,-,-,-,-,-,-,
180515,500,-,-,-,-,-,-,-,-,-,
180515,600,-,-,-,-,-,-,-,-,-,
180515,700,-,-,-,-,-,-,-,-,-,
180515,800,-,-,-,-,-,-,-,-,-,
180515,900,-,-,-,-,-,-,-,-,-,
180515,1000,-,-,-,-,-,-,-,-,-,
180515,1100,-,-,-,-,-,-,-,-,-,
180515,1200,-,-,-,-,-,-,-,-,-,
180515,1300,-,-,-,-,-,-,-,-,-,
180515,1400,-,-,-,-,-,-,-,-,-,
180515,1500,-,-,-,-,-,-,-,-,-,
180515,1600,-,-,-,-,-,-,-,-,-,
180515,1700,-,-,-,-,-,-,-,-,-,
180515,1800,-,-,-,-,-,-,-,-,-,
180515,1900,-,-,-,-,-,-,-,-,-,
180515,2000,-,-,-,-,-,-,-,-,-,
180515,2100,-,-,-,-,-,-,-,-,-,
180515,2200,-,-,-,-,-,-,-,-,-,
180515,2300,-,-,-,-,-,-,-,-,-,
180515,2400,-,-,-,-,-,-,-,-,-,
180516,100,-,-,-,-,-,-,-,-,-,
180516,200,-,-,-,-,-,-,-,-,-,
180516,300,-,-,-,-,-,-,-,-,-,
180516,400,-,-,-,-,-,-,-,-,-,
180516,500,-,-,-,-,-,-,-,-,-,
180516,600,-,-,-,-,-,-,-,-,-,
180516,700,-,-,-,-,-,-,-,-,-,
180516,800,-,-,-,-,-,-,-,-,-,
180516,900,-,-,-,-,-,-,-,-,-,
180516,1000,-,-,-,-,-,-,-,-,-,
180516,1100,-,-,-,-,-,-,-,-,-,
180516,1200,-,-,-,-,-,-,-,-,-,
180516,1300,-,-,-,-,-,-,-,-,-,
180516,1400,-,-,-,-,-,-,-,-,-,
180516,1500,-,-,-,-,-,-,-,-,-,
180516,1600,-,-,-,-,-,-,-,-,-,
180516,1700,-,-,-,-,-,-,-,-,-,
180516,1800,-,-,-,-,-,-,-,-,-,
180516,1900,-,-,-,-,-,-,-,-,-,
180516,2000,-,-,-,-,-,-,-,-,-,
180516,2100,-,-,-,-,-,-,-,-,-,
180516,2200,-,-,-,-,-,-,-,-,-,
180516,2300,-,-,-,-,-,-,-,-,-,
180516,2400,-,-,-,-,-,-,-,-,-,
180517,100,-,-,-,-,-,-,-,-,-,
180517,200,-,-,-,-,-,-,-,-,-,
180517,300,-,-,-,-,-,-,-,-,-,
180517,400,-,-,-,-,-,-,-,-,-,
180517,500,-,-,-,-,-,-,-,-,-,
180517,600,-,-,-,-,-,-,-,-,-,
180517,700,-,-,-,-,-,-,-,-,-,
180517,800,-,-,-,-,-,-,-,-,-,
180517,900,-,-,-,-,-,-,-,-,-,
180517,1000,-,-,-,-,-,-,-,-,-,
180517,1100,-,-,-,-,-,-,-,-,-,
180517,1200,-,-,-,-,-,-,-,-,-,
180517,1300,-,-,-,-,-,-,-,-,-,
180517,1400,-,-,-,-,-,-,-,-,-,
180517,1500,-,-,-,-,-,-,-,-,-,
180517,1600,-,-,-,-,-,-,-,-,-,
180517,1700,-,-,-,-,-,-,-,-,-,
180517,1800,-,-,-,-,-,-,-,-,-,
180517,1900,-,-,-,-,-,-,-,-,-,
180517,2000,-,-,-,-,-,-,-,-,-,
180517,2100,-,-,-,-,-,-,-,-,-,
180517,2200,-,-,-,-,-,-,-,-,-,
180517,2300,-,-,-,-,-,-,-,-,-,
180517,2400,-,-,-,-,-,-,-,-,-,
180518,100,-,-,-,-,-,-,-,-,-,
180518,200,-,-,-,-,-,-,-,-,-,
180518,300,-,-,-,-,-,-,-,-,-,
180518,400,-,-,-,-,-,-,-,-,-,
180518,500,-,-,-,-,-,-,-,-,-,
180518,600,-,-,-,-,-,-,-,-,-,
180518,700,-,-,-,-,-,-,-,-,-,
180518,800,-,-,-,-,-,-,-,-,-,
180518,900,-,-,-,-,-,-,-,-,-,
180518,1000,-,-,-,-,-,-,-,-,-,
180518,1100,-,-,-,-,-,-,-,-,-,
180518,1200,-,-,-,-,-,-,-,-,-,
180518,1300,-,-,-,-,-,-,-,-,-,
180518,1400,-,-,-,-,-,-,-,-,-,
180518,1500,-,-,-,-,-,-,-,-,-,
180518,1600,-,-,-,-,-,-,-,-,-,
180518,1700,-,-,-,-,-,-,-,-,-,
180518,1800,-,-,-,-,-,-,-,-,-,
180518,1900,-,-,-,-,-,-,-,-,-,
180518,2000,-,-,-,-,-,-,-,-,-,
180518,2100,-,-,-,-,-,-,-,-,-,
180518,2200,-,-,-,-,-,-,-,-,-,
180518,2300,-,-,-,-,-,-,-,-,-,
180518,2400,-,-,-,-,-,-,-,-,-,
180519,100,-,-,-,-,-,-,-,-,-,
180519,200,-,-,-,-,-,-,-,-,-,
180519,300,-,-,-,-,-,-,-,-,-,
180519,400,-,-,-,-,-,-,-,-,-,
180519,500,-,-,-,-,-,-,-,-,-,
180519,600,-,-,-,-,-,-,-,-,-,
180519,700,-,-,-,-,-,-,-,-,-,
180519,800,-,-,-,-,-,-,-,-,-,
180519,900,-,-,-,-,-,-,-,-,-,
180519,1000,-,-,-,-,-,-,-,-,-,
180519,1100,-,-,-,-,-,-,-,-,-,
180519,1200,-,-,-,-,-,-,-,-,-,
180519,1300,-,-,-,-,-,-,-,-,-,
180519,1400,-,-,-,-,-,-,-,-,-,
180519,1500,-,-,-,-,-,-,-,-,-,
180519,1600,-,-,-,-,-,-,-,-,-,
180519,1700,-,-,-,-,-,-,-,-,-,
180519,1800,-,-,-,-,-,-,-,-,-,
180519,1900,-,-,-,-,-,-,-,-,-,
180519,2000,-,-,-,-,-,-,-,-,-,
180519,2100,-,-,-,-,-,-,-,-,-,
180519,2200,-,-,-,-,-,-,-,-,-,
180519,2300,-,-,-,-,-,-,-,-,-,
180519,2400,-,-,-,-,-,-,-,-,-,
180520,100,-,-,-,-,-,-,-,-,-,
180520,200,-,-,-,-,-,-,-,-,-,
180520,300,-,-,-,-,-,-,-,-,-,
180520,400,-,-,-,-,-,-,-,-,-,
180520,500,-,-,-,-,-,-,-,-,-,
180520,600,-,-,-,-,-,-,-,-,-,
180520,700,-,-,-,-,-,-,-,-,-,
180520,800,-,-,-,-,-,-,-,-,-,
180520,900,-,-,-,-,-,-,-,-,-,
180520,1000,-,-,-,-,-,-,-,-,-,
180520,1100,-,-,-,-,-,-,-,-,-,
180520,1200,-,-,-,-,-,-,-,-,-,
180520,1300,-,-,-,-,-,-,-,-,-,
180520,1400,-,-,-,-,-,-,-,-,-,
180520,1500,-,-,-,-,-,-,-,-,-,
180520,1600,-,-,-,-,-,-,-,-,-,
180520,1700,-,-,-,-,-,-,-,-,-,
180520,1800,-,-,-,-,-,-,-,-,-,
180520,1900,-,-,-,-,-,-,-,-,-,
180520,2000,-,-,-,-,-,-,-,-,-,
180520,2100,-,-,-,-,-,-,-,-,-,
180520,2200,-,-,-,-,-,-,-,-,-,
180520,2300,-,-,-,-,-,-,-,-,-,
180520,2400,-,-,-,-,-,-,-,-,-,
180521,100,-,-,-,-,-,-,-,-,-,
180521,200,-,-,-,-,-,-,-,-,-,
180521,300,-,-,-,-,-,-,-,-,-,
180521,400,-,-,-,-,-,-,-,-,-,
180521,500,-,-,-,-,-,-,-,-,-,
180521,600,-,-,-,-,-,-,-,-,-,
180521,700,-,-,-,-,-,-,-,-,-,
180521,800,-,-,-,-,-,-,-,-,-,
180521,900,-,-,-,-,-,-,-,-,-,
180521,1000,-,-,-,-,-,-,-,-,-,
180521,1100,-,-,-,-,-,-,-,-,-,
180521,1200,-,-,-,-,-,-,-,-,-,
180521,1300,-,-,-,-,-,-,-,-,-,
180521,1400,-,-,-,-,-,-,-,-,-,
180521,1500,-,-,-,-,-,-,-,-,-,
180521,1600,-,-,-,-,-,-,-,-,-,
180521,1700,-,-,-,-,-,-,-,-,-,
180521,1800,-,-,-,-,-,-,-,-,-,
180521,1900,-,-,-,-,-,-,-,-,-,
180521,2000,-,-,-,-,-,-,-,-,-,
180521,2100,-,-,-,-,-,-,-,-,-,
180521,2200,-,-,-,-,-,-,-,-,-,
180521,2300,-,-,-,-,-,-,-,-,-,
180521,2400,-,-,-,-,-,-,-,-,-,
180522,100,-,-,-,-,-,-,-,-,-,
180522,200,-,-,-,-,-,-,-,-,-,
180522,300,-,-,-,-,-,-,-,-,-,
180522,400,-,-,-,-,-,-,-,-,-,
180522,500,-,-,-,-,-,-,-,-,-,
180522,600,-,-,-,-,-,-,-,-,-,
180522,700,-,-,-,-,-,-,-,-,-,
180522,800,-,-,-,-,-,-,-,-,-,
180522,900,-,-,-,-,-,-,-,-,-,
180522,1000,-,-,-,-,-,-,-,-,-,
180522,1100,-,-,-,-,-,-,-,-,-,
180522,1200,-,-,-,-,-,-,-,-,-,
180522,1300,-,-,-,-,-,-,-,-,-,
180522,1400,-,-,-,-,-,-,-,-,-,
180522,1500,-,-,-,-,-,-,-,-,-,
180522,1600,-,-,-,-,-,-,-,-,-,
180522,1700,-,-,-,-,-,-,-,-,-,
180522,1800,-,-,-,-,-,-,-,-,-,
180522,1900,-,-,-,-,-,-,-,-,-,
180522,2000,-,-,-,-,-,-,-,-,-,
180522,2100,-,-,-,-,-,-,-,-,-,
180522,2200,-,-,-,-,-,-,-,-,-,
180522,2300,-,-,-,-,-,-,-,-,-,
180522,2400,-,-,-,-,-,-,-,-,-,
180523,100,-,-,-,-,-,-,-,-,-,
180523,200,-,-,-,-,-,-,-,-,-,
180523,300,-,-,-,-,-,-,-,-,-,
180523,400,-,-,-,-,-,-,-,-,-,
180523,500,-,-,-,-,-,-,-,-,-,
180523,600,-,-,-,-,-,-,-,-,-,
180523,700,-,-,-,-,-,-,-,-,-,
180523,800,-,-,-,-,-,-,-,-,-,
180523,900,-,-,-,-,-,-,-,-,-,
180523,1000,-,-,-,-,-,-,-,-,-,
180523,1100,-,-,-,-,-,-,-,-,-,
180523,1200,-,-,-,-,-,-,-,-,-,
180523,1300,-,-,-,-,-,-,-,-,-,
180523,1400,-,-,-,-,-,-,-,-,-,
180523,1500,-,-,-,-,-,-,-,-,-,
180523,1600,-,-,-,-,-,-,-,-,-,
180523,1700,-,-,-,-,-,-,-,-,-,
180523,1800,-,-,-,-,-,-,-,-,-,
180523,1900,-,-,-,-,-,-,-,-,-,
180523,2000,-,-,-,-,-,-,-,-,-,
180523,2100,-,-,-,-,-,-,-,-,-,
180523,2200,-,-,-,-,-,-,-,-,-,
180523,2300,-,-,-,-,-,-,-,-,-,
180523,2400,-,-,-,-,-,-,-,-,-,
180524,100,-,-,-,-,-,-,-,-,-,
180524,200,-,-,-,-,-,-,-,-,-,
180524,300,-,-,-,-,-,-,-,-,-,
180524,400,-,-,-,-,-,-,-,-,-,
180524,500,-,-,-,-,-,-,-,-,-,
180524,600,-,-,-,-,-,-,-,-,-,
180524,700,-,-,-,-,-,-,-,-,-,
180524,800,-,-,-,-,-,-,-,-,-,
180524,900,-,-,-,-,-,-,-,-,-,
180524,1000,-,-,-,-,-,-,-,-,-,
180524,1100,-,-,-,-,-,-,-,-,-,
180524,1200,-,-,-,-,-,-,-,-,-,
180524,1300,-,-,-,-,-,-,-,-,-,
180524,1400,-,-,-,-,-,-,-,-,-,
180524,1500,-,-,-,-,-,-,-,-,-,
180524,1600,-,-,-,-,-,-,-,-,-,
180524,1700,-,-,-,-,-,-,-,-,-,
180524,1800,-,-,-,-,-,-,-,-,-,
180524,1900,-,-,-,-,-,-,-,-,-,
180524,2000,-,-,-,-,-,-,-,-,-,
180524,2100,-,-,-,-,-,-,-,-,-,
180524,2200,-,-,-,-,-,-,-,-,-,
180524,2300,-,-,-,-,-,-,-,-,-,
180524,2400,-,-,-,-,-,-,-,-,-,
180525,100,-,-,-,-,-,-,-,-,-,
180525,200,-,-,-,-,-,-,-,-,-,
180525,300,-,-,-,-,-,-,-,-,-,
180525,400,-,-,-,-,-,-,-,-,-,
